Highly correlated feature pairs (above threshold):
7_14_all and ekder_male: Correlation = 0.8280751802779613
7_14_all and ekder_female: Correlation = 0.8754429743006117
7_14_all and 0_6_all: Correlation = 0.9871133068262907
7_14_all and 0_6_male: Correlation = 0.9852875543918125
7_14_all and 0_6_female: Correlation = 0.9872745199060639
7_14_male and raion_popul: Correlation = 0.956977884680359
7_14_male and children_preschool: Correlation = 0.9889427282865568
7_14_male and preschool_quota: Correlation = 0.8150830208819204
7_14_male and preschool_education_centers_raion: Correlation = 0.8322349390943606
7_14_male and children_school: Correlation = 0.9984790178014896
7_14_male and school_quota: Correlation = 0.843413524179439
7_14_male and school_education_centers_raion: Correlation = 0.8132118888244944
7_14_male and young_all: Correlation = 0.9972592121985661
7_14_male and young_male: Correlation = 0.9974105339753203
7_14_male and young_female: Correlation = 0.9950898884538735
7_14_male and work_all: Correlation = 0.9542966087332571
7_14_male and work_male: Correlation = 0.9488335659310114
7_14_male and work_female: Correlation = 0.954786593740718
7_14_male and ekder_all: Correlation = 0.8611844302326572
7_14_male and ekder_male: Correlation = 0.8259871682854781
7_14_male and ekder_female: Correlation = 0.8727647061950095
7_14_male and 0_6_all: Correlation = 0.9889427282865568
7_14_male and 0_6_male: Correlation = 0.9885090564197764
7_14_male and 0_6_female: Correlation = 0.9876137248951994
7_14_male and 7_14_all: Correlation = 0.9984790178014896
7_14_female and raion_popul: Correlation = 0.9538758453499522
7_14_female and children_preschool: Correlation = 0.9819069178018577
7_14_female and preschool_education_centers_raion: Correlation = 0.832341614512123
7_14_female and children_school: Correlation = 0.9982968312193472
7_14_female and school_quota: Correlation = 0.8220011100134914
7_14_female and school_education_centers_raion: Correlation = 0.8124044244302127
7_14_female and young_all: Correlation = 0.9935401607191389
7_14_female and young_male: Correlation = 0.9891604836191111
7_14_female and young_female: Correlation = 0.9961963725067079
7_14_female and work_all: Correlation = 0.9495307003070644
7_14_female and work_male: Correlation = 0.9419017066191336
7_14_female and work_female: Correlation = 0.9522462184459993
7_14_female and ekder_all: Correlation = 0.8634575370918992
7_14_female and ekder_male: Correlation = 0.8275188593293973
7_14_female and ekder_female: Correlation = 0.8753572317540734
7_14_female and 0_6_all: Correlation = 0.9819069178018577
7_14_female and 0_6_male: Correlation = 0.9786149040138067
7_14_female and 0_6_female: Correlation = 0.9836437109663542
7_14_female and 7_14_all: Correlation = 0.9982968312193472
7_14_female and 7_14_male: Correlation = 0.9935620467514409
0_17_all and raion_popul: Correlation = 0.9617373532852899
0_17_all and children_preschool: Correlation = 0.995870102089568
0_17_all and preschool_quota: Correlation = 0.8182524687475567
0_17_all and preschool_education_centers_raion: Correlation = 0.8424561236612523
0_17_all and children_school: Correlation = 0.9968610787697308
0_17_all and school_quota: Correlation = 0.8437738307244885
0_17_all and school_education_centers_raion: Correlation = 0.8241789373909114
0_17_all and young_all: Correlation = 0.9997120593849778
0_17_all and young_male: Correlation = 0.9989854407480812
0_17_all and young_female: Correlation = 0.9984712426917715
0_17_all and work_all: Correlation = 0.9594515472342953
0_17_all and work_male: Correlation = 0.953812812675717
0_17_all and work_female: Correlation = 0.9600926372335216
0_17_all and ekder_all: Correlation = 0.865881457884482
0_17_all and ekder_male: Correlation = 0.8300446096118941
0_17_all and ekder_female: Correlation = 0.8777242813500532
0_17_all and 0_6_all: Correlation = 0.995870102089568
0_17_all and 0_6_male: Correlation = 0.9947307504890328
0_17_all and 0_6_female: Correlation = 0.9952823991737575
0_17_all and 7_14_all: Correlation = 0.9968610787697308
0_17_all and 7_14_male: Correlation = 0.9972793605094302
0_17_all and 7_14_female: Correlation = 0.993115533615454
0_17_male and raion_popul: Correlation = 0.9606721953793289
0_17_male and children_preschool: Correlation = 0.9958927935337332
0_17_male and preschool_quota: Correlation = 0.8219489680740587
0_17_male and preschool_education_centers_raion: Correlation = 0.8403815120664968
0_17_male and children_school: Correlation = 0.994706964450946
0_17_male and school_quota: Correlation = 0.8486921252758419
0_17_male and school_education_centers_raion: Correlation = 0.8229300679212389
0_17_male and young_all: Correlation = 0.9986647909990417
0_17_male and young_male: Correlation = 0.9996867484747716
0_17_male and young_female: Correlation = 0.9955667689851293
0_17_male and work_all: Correlation = 0.959039806141833
0_17_male and work_male: Correlation = 0.9542826917679333
0_17_male and work_female: Correlation = 0.9587875029708102
0_17_male and ekder_all: Correlation = 0.8630329103275057
0_17_male and ekder_male: Correlation = 0.8273811715156396
0_17_male and ekder_female: Correlation = 0.8748068831883382
0_17_male and 0_6_all: Correlation = 0.9958927935337332
0_17_male and 0_6_male: Correlation = 0.9961366037471477
0_17_male and 0_6_female: Correlation = 0.9938277351532909
0_17_male and 7_14_all: Correlation = 0.994706964450946
0_17_male and 7_14_male: Correlation = 0.9972444259244116
0_17_male and 7_14_female: Correlation = 0.9887264448082304
0_17_male and 0_17_all: Correlation = 0.9991388153786085
0_17_female and raion_popul: Correlation = 0.9610502968409596
0_17_female and children_preschool: Correlation = 0.9939688866961212
0_17_female and preschool_quota: Correlation = 0.8118430575618333
0_17_female and preschool_education_centers_raion: Correlation = 0.8430584185595581
0_17_female and children_school: Correlation = 0.9972691777536222
0_17_female and school_quota: Correlation = 0.8359795805417105
0_17_female and school_education_centers_raion: Correlation = 0.823937833553236
0_17_female and young_all: Correlation = 0.998939611049395
0_17_female and young_male: Correlation = 0.9963579549465328
0_17_female and young_female: Correlation = 0.9996728679794074
0_17_female and work_all: Correlation = 0.9580755329332608
0_17_female and work_male: Correlation = 0.951511054549074
0_17_female and work_female: Correlation = 0.9596643170633771
0_17_female and ekder_all: Correlation = 0.8672643405340149
0_17_female and ekder_male: Correlation = 0.8312976470458079
0_17_female and ekder_female: Correlation = 0.879158369522615
0_17_female and 0_6_all: Correlation = 0.9939688866961212
0_17_female and 0_6_male: Correlation = 0.9913633960191565
0_17_female and 0_6_female: Correlation = 0.994950573970701
0_17_female and 7_14_all: Correlation = 0.9972691777536222
0_17_female and 7_14_male: Correlation = 0.9954366613183873
0_17_female and 7_14_female: Correlation = 0.9959036517813578
0_17_female and 0_17_all: Correlation = 0.9990292464545792
0_17_female and 0_17_male: Correlation = 0.9963410790270069
16_29_all and full_all: Correlation = 0.9993698732968506
16_29_all and male_f: Correlation = 0.9991845496599551
16_29_all and female_f: Correlation = 0.9991977024036041
16_29_male and full_all: Correlation = 0.998919343304071
16_29_male and male_f: Correlation = 0.9992152019707421
16_29_male and female_f: Correlation = 0.9983418910499785
16_29_male and 16_29_all: Correlation = 0.9995401100628027
16_29_female and full_all: Correlation = 0.9989536739717115
16_29_female and male_f: Correlation = 0.998315320686529
16_29_female and female_f: Correlation = 0.9991633486592528
16_29_female and 16_29_all: Correlation = 0.9995920825772161
16_29_female and 16_29_male: Correlation = 0.9982663185687108
0_13_all and raion_popul: Correlation = 0.9582589034381807
0_13_all and children_preschool: Correlation = 0.9968752438565429
0_13_all and preschool_quota: Correlation = 0.8220007730832816
0_13_all and preschool_education_centers_raion: Correlation = 0.8433921139039355
0_13_all and children_school: Correlation = 0.9966101111807898
0_13_all and school_quota: Correlation = 0.8467033901104182
0_13_all and school_education_centers_raion: Correlation = 0.8233129375027985
0_13_all and young_all: Correlation = 0.9998847280094253
0_13_all and young_male: Correlation = 0.9989095797845019
0_13_all and young_female: Correlation = 0.9989079182215337
0_13_all and work_all: Correlation = 0.9562166931699029
0_13_all and work_male: Correlation = 0.9503148414245737
0_13_all and work_female: Correlation = 0.9571422330193147
0_13_all and ekder_all: Correlation = 0.859696917873072
0_13_all and ekder_male: Correlation = 0.8226306192399477
0_13_all and ekder_female: Correlation = 0.8721168754694032
0_13_all and 0_6_all: Correlation = 0.9968752438565429
0_13_all and 0_6_male: Correlation = 0.9955787686830034
0_13_all and 0_6_female: Correlation = 0.9964539957475533
0_13_all and 7_14_all: Correlation = 0.9966101111807898
0_13_all and 7_14_male: Correlation = 0.9966667824620393
0_13_all and 7_14_female: Correlation = 0.9932483693224917
0_13_all and 0_17_all: Correlation = 0.9994449672762078
0_13_all and 0_17_male: Correlation = 0.998335819487989
0_13_all and 0_17_female: Correlation = 0.9987386888652293
0_13_male and raion_popul: Correlation = 0.957485076948165
0_13_male and children_preschool: Correlation = 0.9970728336266156
0_13_male and preschool_quota: Correlation = 0.8265593920076288
0_13_male and preschool_education_centers_raion: Correlation = 0.8420039081773586
0_13_male and children_school: Correlation = 0.9945058629117919
0_13_male and school_quota: Correlation = 0.8525947792021354
0_13_male and school_education_centers_raion: Correlation = 0.8226381872793426
0_13_male and young_all: Correlation = 0.9989493524490055
0_13_male and young_male: Correlation = 0.9998614296574523
0_13_male and young_female: Correlation = 0.9959676916067416
0_13_male and work_all: Correlation = 0.9561083290794098
0_13_male and work_male: Correlation = 0.9510271763240616
0_13_male and work_female: Correlation = 0.9562007643326281
0_13_male and ekder_all: Correlation = 0.8571945416417265
0_13_male and ekder_male: Correlation = 0.820337228798725
0_13_male and ekder_female: Correlation = 0.8695333727603411
0_13_male and 0_6_all: Correlation = 0.9970728336266156
0_13_male and 0_6_male: Correlation = 0.9973407682341887
0_13_male and 0_6_female: Correlation = 0.9949803024655272
0_13_male and 7_14_all: Correlation = 0.9945058629117919
0_13_male and 7_14_male: Correlation = 0.9968224561227977
0_13_male and 7_14_female: Correlation = 0.9887600877773206
0_13_male and 0_17_all: Correlation = 0.998722053727433
0_13_male and 0_17_male: Correlation = 0.9994018412541669
0_13_male and 0_17_female: Correlation = 0.9961178793349683
0_13_male and 0_13_all: Correlation = 0.9990127411920722
0_13_female and raion_popul: Correlation = 0.9570058015543476
0_13_female and children_preschool: Correlation = 0.9945059577907075
0_13_female and preschool_quota: Correlation = 0.8142903385381216
0_13_female and preschool_education_centers_raion: Correlation = 0.8430406434605606
0_13_female and children_school: Correlation = 0.996688906949781
0_13_female and school_quota: Correlation = 0.837478345582731
0_13_female and school_education_centers_raion: Correlation = 0.8222462756274197
0_13_female and young_all: Correlation = 0.9987135870833772
0_13_female and young_male: Correlation = 0.9957339070714424
0_13_female and young_female: Correlation = 0.9998706059210298
0_13_female and work_all: Correlation = 0.9542604732070348
0_13_female and work_male: Correlation = 0.9474987568805152
0_13_female and work_female: Correlation = 0.95606984865679
0_13_female and ekder_all: Correlation = 0.8604949489353154
0_13_female and ekder_male: Correlation = 0.8232866607537257
0_13_female and ekder_female: Correlation = 0.8729742969000893
0_13_female and 0_6_all: Correlation = 0.9945059577907075
0_13_female and 0_6_male: Correlation = 0.9915488990460396
0_13_female and 0_6_female: Correlation = 0.9958626486657143
0_13_female and 7_14_all: Correlation = 0.996688906949781
0_13_female and 7_14_male: Correlation = 0.9943425230485888
0_13_female and 7_14_female: Correlation = 0.9958693446214099
0_13_female and 0_17_all: Correlation = 0.9980488552870759
0_13_female and 0_17_male: Correlation = 0.9950399730894067
0_13_female and 0_17_female: Correlation = 0.9993620988798466
0_13_female and 0_13_all: Correlation = 0.9988837744655163
0_13_female and 0_13_male: Correlation = 0.9957991949606609
build_count_panel and raion_popul: Correlation = 0.8529131984705199
build_count_panel and children_preschool: Correlation = 0.8422949447098049
build_count_panel and preschool_quota: Correlation = 0.850174768447095
build_count_panel and children_school: Correlation = 0.8356959170978385
build_count_panel and school_quota: Correlation = 0.8266952310083087
build_count_panel and young_all: Correlation = 0.8430603610123688
build_count_panel and young_male: Correlation = 0.845623360064023
build_count_panel and young_female: Correlation = 0.8379360069015415
build_count_panel and work_all: Correlation = 0.8682976170470535
build_count_panel and work_male: Correlation = 0.8553724341857722
build_count_panel and work_female: Correlation = 0.8744830683448068
build_count_panel and 0_6_all: Correlation = 0.8422949447098049
build_count_panel and 0_6_male: Correlation = 0.8447066148823497
build_count_panel and 0_6_female: Correlation = 0.8375902538250929
build_count_panel and 7_14_all: Correlation = 0.8356959170978385
build_count_panel and 7_14_male: Correlation = 0.8397007156181586
build_count_panel and 7_14_female: Correlation = 0.8275281723894728
build_count_panel and 0_17_all: Correlation = 0.8440078598116615
build_count_panel and 0_17_male: Correlation = 0.8458485110354875
build_count_panel and 0_17_female: Correlation = 0.8397985685313475
build_count_panel and 0_13_all: Correlation = 0.8423696273893743
build_count_panel and 0_13_male: Correlation = 0.8454434649794597
build_count_panel and 0_13_female: Correlation = 0.8365178126062505
build_count_slag and raion_build_count_with_material_info: Correlation = 0.8182416941350856
build_count_slag and build_count_wood: Correlation = 0.9118544915472336
build_count_mix and build_count_wood: Correlation = 0.8823406528575812
raion_build_count_with_builddate_info and raion_build_count_with_material_info: Correlation = 0.9999896491801243
raion_build_count_with_builddate_info and build_count_slag: Correlation = 0.8182395342806044
build_count_before_1920 and office_raion: Correlation = 0.8172316903112892
build_count_1921-1945 and raion_build_count_with_material_info: Correlation = 0.8531831827936314
build_count_1921-1945 and build_count_wood: Correlation = 0.9092501906072153
build_count_1921-1945 and build_count_slag: Correlation = 0.8608411204893496
build_count_1921-1945 and build_count_mix: Correlation = 0.8355117981323567
build_count_1921-1945 and raion_build_count_with_builddate_info: Correlation = 0.8527089194059732
build_count_1971-1995 and raion_popul: Correlation = 0.8157742564581304
build_count_1971-1995 and work_all: Correlation = 0.8167345012560651
build_count_1971-1995 and work_male: Correlation = 0.823361486252148
build_count_1971-1995 and work_female: Correlation = 0.80354263994276
build_count_after_1995 and build_count_monolith: Correlation = 0.8806031132106356
build_count_after_1995 and build_count_slag: Correlation = 0.8346743203449657
metro_km_avto and metro_min_avto: Correlation = 0.9450349060621769
metro_min_walk and metro_min_avto: Correlation = 0.9387101750089542
metro_min_walk and metro_km_avto: Correlation = 0.9867536432863864
metro_km_walk and metro_min_avto: Correlation = 0.9387101749949027
metro_km_walk and metro_km_avto: Correlation = 0.9867536432869947
metro_km_walk and metro_min_walk: Correlation = 1.0000000000000016
kindergarten_km and area_m: Correlation = 0.8021176531250113
school_km and kindergarten_km: Correlation = 0.8586961940107806
park_km and metro_min_avto: Correlation = 0.8984418277835803
park_km and metro_km_avto: Correlation = 0.9227759551954383
park_km and metro_min_walk: Correlation = 0.9052469413587032
park_km and metro_km_walk: Correlation = 0.9052469413529359
railroad_station_walk_min and railroad_station_walk_km: Correlation = 0.9999999999999972
railroad_station_avto_km and railroad_station_walk_km: Correlation = 0.9665646590471854
railroad_station_avto_km and railroad_station_walk_min: Correlation = 0.9665646590452363
railroad_station_avto_min and railroad_station_walk_km: Correlation = 0.8832327688612812
railroad_station_avto_min and railroad_station_walk_min: Correlation = 0.8832327688569303
railroad_station_avto_min and railroad_station_avto_km: Correlation = 0.901528494277721
public_transport_station_km and kindergarten_km: Correlation = 0.8424346381191765
public_transport_station_km and school_km: Correlation = 0.8416214348722592
public_transport_station_min_walk and kindergarten_km: Correlation = 0.842434638141264
public_transport_station_min_walk and school_km: Correlation = 0.8416214348675521
public_transport_station_min_walk and public_transport_station_km: Correlation = 1.000000000000003
ttk_km and metro_km_avto: Correlation = 0.8114067321148732
ttk_km and metro_min_walk: Correlation = 0.81090170664212
ttk_km and metro_km_walk: Correlation = 0.8109017066388137
ttk_km and park_km: Correlation = 0.8187134421840441
sadovoe_km and park_km: Correlation = 0.802589772843985
sadovoe_km and ttk_km: Correlation = 0.9924771307052088
bulvar_ring_km and ttk_km: Correlation = 0.9870038446112269
bulvar_ring_km and sadovoe_km: Correlation = 0.9984434096772037
kremlin_km and ttk_km: Correlation = 0.9845622582843502
kremlin_km and sadovoe_km: Correlation = 0.9974555187102242
kremlin_km and bulvar_ring_km: Correlation = 0.9988040698068891
railroad_km and railroad_station_walk_km: Correlation = 0.8971254456373265
railroad_km and railroad_station_walk_min: Correlation = 0.8971254456305874
railroad_km and railroad_station_avto_km: Correlation = 0.8863238743135906
zd_vokzaly_avto_km and ttk_km: Correlation = 0.9597269778854252
zd_vokzaly_avto_km and sadovoe_km: Correlation = 0.9698000702524971
zd_vokzaly_avto_km and bulvar_ring_km: Correlation = 0.9706542272489639
zd_vokzaly_avto_km and kremlin_km: Correlation = 0.9657160862551182
oil_chemistry_km and ttk_km: Correlation = 0.8134982921607659
nuclear_reactor_km and ttk_km: Correlation = 0.8198194810279011
nuclear_reactor_km and sadovoe_km: Correlation = 0.8079322564581819
nuclear_reactor_km and kremlin_km: Correlation = 0.8034289415393961
nuclear_reactor_km and zd_vokzaly_avto_km: Correlation = 0.8258331688559828
radiation_km and metro_min_avto: Correlation = 0.8692206095401321
radiation_km and metro_km_avto: Correlation = 0.9059444285052025
radiation_km and metro_min_walk: Correlation = 0.9116024070229761
radiation_km and metro_km_walk: Correlation = 0.9116024070244343
radiation_km and park_km: Correlation = 0.9124976211403847
radiation_km and ttk_km: Correlation = 0.8939974395744237
radiation_km and sadovoe_km: Correlation = 0.8723221566108116
radiation_km and bulvar_ring_km: Correlation = 0.8646366069529825
radiation_km and kremlin_km: Correlation = 0.8640532672006098
radiation_km and zd_vokzaly_avto_km: Correlation = 0.8473821659337956
radiation_km and oil_chemistry_km: Correlation = 0.8225423379979512
radiation_km and nuclear_reactor_km: Correlation = 0.8126604855358167
power_transmission_line_km and metro_min_avto: Correlation = 0.8291057647491905
power_transmission_line_km and metro_km_avto: Correlation = 0.8808197872577563
power_transmission_line_km and metro_min_walk: Correlation = 0.8946702899481807
power_transmission_line_km and metro_km_walk: Correlation = 0.8946702899548966
power_transmission_line_km and park_km: Correlation = 0.8772812660426287
power_transmission_line_km and mkad_km: Correlation = 0.8166044296938402
power_transmission_line_km and radiation_km: Correlation = 0.9221545571958961
thermal_power_plant_km and metro_min_avto: Correlation = 0.8328278527683546
thermal_power_plant_km and metro_km_avto: Correlation = 0.8690001461974406
thermal_power_plant_km and metro_min_walk: Correlation = 0.8737203633772891
thermal_power_plant_km and metro_km_walk: Correlation = 0.8737203633784405
thermal_power_plant_km and park_km: Correlation = 0.8875163329164832
thermal_power_plant_km and ttk_km: Correlation = 0.8911023484226622
thermal_power_plant_km and sadovoe_km: Correlation = 0.8774231416542801
thermal_power_plant_km and bulvar_ring_km: Correlation = 0.8675780042121108
thermal_power_plant_km and kremlin_km: Correlation = 0.8672251302189291
thermal_power_plant_km and zd_vokzaly_avto_km: Correlation = 0.863357439272971
thermal_power_plant_km and nuclear_reactor_km: Correlation = 0.8269288721008853
thermal_power_plant_km and radiation_km: Correlation = 0.9331894199555825
thermal_power_plant_km and power_transmission_line_km: Correlation = 0.8784739772886263
ts_km and metro_min_avto: Correlation = 0.8442030348641103
ts_km and metro_km_avto: Correlation = 0.8870095912420625
ts_km and metro_min_walk: Correlation = 0.8876185000097471
ts_km and metro_km_walk: Correlation = 0.8876185000137844
ts_km and park_km: Correlation = 0.8407656441605459
ts_km and radiation_km: Correlation = 0.8706207130406117
ts_km and power_transmission_line_km: Correlation = 0.8802773781531074
ts_km and thermal_power_plant_km: Correlation = 0.8105309272404551
swim_pool_km and school_km: Correlation = 0.8913539733972548
stadium_km and metro_km_avto: Correlation = 0.8069970619337262
stadium_km and park_km: Correlation = 0.8083911575546829
stadium_km and ttk_km: Correlation = 0.91970091086302
stadium_km and sadovoe_km: Correlation = 0.914194319972299
stadium_km and bulvar_ring_km: Correlation = 0.9101170402648827
